Activity;<init>
Activity;addContentView
Activity;dispatchKeyEvent
Activity;dispatchKeyShortcutEvent
Activity;findViewById
Activity;finish
Activity;finishAffinity
Activity;getActionBar
Activity;getApplication
Activity;getApplicationContext
Activity;getAssets
Activity;getCacheDir
Activity;getClassLoader
Activity;getComponentName
Activity;getContentResolver
Activity;getCurrentFocus
Activity;getDrawable
Activity;getFilesDir
Activity;getFragmentManager
Activity;getIntent
Activity;getLastNonConfigurationInstance
Activity;getLayoutInflater
Activity;getMainLooper
Activity;getMenuInflater
Activity;getPackageManager
Activity;getPackageName
Activity;getParentActivityIntent
Activity;getResources
Activity;getString
Activity;getSystemService
Activity;getText
Activity;getTheme
Activity;getTitle
Activity;getWindow
Activity;invalidateOptionsMenu
Activity;isChangingConfigurations
Activity;isChild
Activity;isDestroyed
Activity;isFinishing
Activity;navigateUpTo
Activity;onActivityResult
Activity;onBackPressed
Activity;onConfigurationChanged
Activity;onCreate
Activity;onCreateContextMenu
Activity;onCreateOptionsMenu
Activity;onNewIntent
Activity;onOptionsItemSelected
Activity;onPanelClosed
Activity;onPrepareOptionsMenu
Activity;onRequestPermissionsResult
Activity;onSaveInstanceState
Activity;onTrimMemory
Activity;onUserInteraction
Activity;overridePendingTransition
Activity;recreate
Activity;registerActivityLifecycleCallbacks
Activity;reportFullyDrawn
Activity;requestDragAndDropPermissions
Activity;requestPermissions
Activity;runOnUiThread
Activity;setContentView
Activity;shouldShowRequestPermissionRationale
Activity;shouldUpRecreateTask
Activity;startActionMode
Activity;startActivityForResult
Activity;startIntentSenderForResult
Activity;startService
ActivityManager;getMemoryClass
ActivityManager;isLowRamDevice
AppComponentFactory;<init>
AppComponentFactory;instantiateActivity
AppComponentFactory;instantiateApplication
AppComponentFactory;instantiateProvider
AppComponentFactory;instantiateReceiver
AppComponentFactory;instantiateService
AppOpsManager;checkOpNoThrow
AppOpsManager;noteProxyOp
AppOpsManager;noteProxyOpNoThrow
AppOpsManager;permissionToOp
Application;<init>
Application;getResources
Application;onCreate
Application;registerActivityLifecycleCallbacks
Application;unregisterActivityLifecycleCallbacks
AssetFileDescriptor;close
AssetFileDescriptor;getFileDescriptor
AssetFileDescriptor;getLength
AssetFileDescriptor;getParcelFileDescriptor
AssetFileDescriptor;getStartOffset
AssetManager;open
AssetManager;openFd
AudioAttributes$Builder;<init>
AudioAttributes$Builder;build
AudioAttributes$Builder;setContentType
AudioAttributes$Builder;setUsage
AudioAttributes;equals
AudioAttributes;hashCode
AudioFocusRequest$Builder;<init>
AudioFocusRequest$Builder;build
AudioFocusRequest$Builder;setAudioAttributes
AudioFocusRequest$Builder;setOnAudioFocusChangeListener
AudioManager;abandonAudioFocus
AudioManager;abandonAudioFocusRequest
AudioManager;playSoundEffect
AudioManager;requestAudioFocus
BroadcastReceiver;<init>
BroadcastReceiver;isInitialStickyBroadcast
ClipData$Item;<init>
ClipData$Item;coerceToStyledText
ClipData$Item;coerceToText
ClipData;<init>
ClipData;getDescription
ClipData;getItemAt
ClipData;getItemCount
ClipData;newPlainText
ClipboardManager;getPrimaryClip
ClipboardManager;setPrimaryClip
ColorStateList;<init>
ColorStateList;getColorForState
ColorStateList;getDefaultColor
ColorStateList;isStateful
ColorStateList;valueOf
ColorStateList;withAlpha
ComponentName;<init>
ComponentName;flattenToShortString
ComponentName;getPackageName
Configuration;<init>
Configuration;diff
Configuration;equals
Configuration;getLayoutDirection
Configuration;getLocales
Configuration;setLocale
Configuration;setLocales
Configuration;setTo
Configuration;updateFrom
ConnectivityManager$NetworkCallback;<init>
ConnectivityManager;getActiveNetwork
ConnectivityManager;getActiveNetworkInfo
ConnectivityManager;registerDefaultNetworkCallback
ConnectivityManager;unregisterNetworkCallback
ContactsContract$Contacts;lookupContact
ContactsContract$Contacts;openContactPhotoInputStream
ContentProvider;<init>
ContentProvider;attachInfo
ContentProvider;getContext
ContentResolver;delete
ContentResolver;getPersistedUriPermissions
ContentResolver;loadThumbnail
ContentResolver;openAssetFileDescriptor
ContentResolver;openFileDescriptor
ContentResolver;openInputStream
ContentResolver;openOutputStream
ContentResolver;query
ContentResolver;unregisterContentObserver
ContentResolver;update
ContentUris;withAppendedId
ContentValues;<init>
ContentValues;put
Context;bindService
Context;checkPermission
Context;checkSelfPermission
Context;createConfigurationContext
Context;createPackageContext
Context;deleteDatabase
Context;getApplicationContext
Context;getApplicationInfo
Context;getAssets
Context;getCacheDir
Context;getClassLoader
Context;getCodeCacheDir
Context;getColor
Context;getContentResolver
Context;getDatabasePath
Context;getDrawable
Context;getExternalCacheDirs
Context;getExternalFilesDirs
Context;getExternalMediaDirs
Context;getFilesDir
Context;getMainLooper
Context;getNoBackupFilesDir
Context;getObbDirs
Context;getOpPackageName
Context;getPackageManager
Context;getPackageName
Context;getResources
Context;getSharedPreferences
Context;getString
Context;getSystemService
Context;getSystemServiceName
Context;getText
Context;getTheme
Context;isRestricted
Context;obtainStyledAttributes
Context;registerComponentCallbacks
Context;registerReceiver
Context;sendBroadcast
Context;setTheme
Context;startActivities
Context;startActivity
Context;startForegroundService
Context;startService
Context;stopService
Context;unregisterReceiver
ContextWrapper;<init>
ContextWrapper;attachBaseContext
ContextWrapper;createConfigurationContext
ContextWrapper;getBaseContext
ContextWrapper;getResources
ContextWrapper;getTheme
ContextWrapper;setTheme
Dialog;<init>
Dialog;getContext
Dialog;getWindow
Dialog;isShowing
Dialog;onBackPressed
Dialog;onCreate
Dialog;onStart
Dialog;onStop
Dialog;onTouchEvent
Dialog;requestWindowFeature
Dialog;setCancelable
